,tip_name,superfamily,family,subfamily,tribe,genus,species,additional_identifiers,name
247,Bonjeania_actuosa_Therevidae_A,,Therevidae,,,Bonjeania,actuosa,,Bonjeania actuosa
248,Acraspisa_obscuripes_Therevidae_A,,Therevidae,,,Acraspisa,obscuripes,,Acraspisa obscuripes
249,ME1314Fij_Therevidae_A_Therevidae_A,,Therevidae,,,ME1314Fij,,Therevidae_A,Therevidae
250,Nanexila_gracilis_Therevidae_A,,Therevidae,,,Nanexila,gracilis,,Nanexila gracilis
251,Acraspisa_sp_2_Therevidae_A,,Therevidae,,,Acraspisa,,2,Acraspisa
252,Acraspisa_sp_NCSU0300001_Therevidae_A,,Therevidae,,,Acraspisa,,NCSU0300001,Acraspisa
253,Manestella_nanargenta_Therevidae_A,,Therevidae,,,Manestella,nanargenta,,Manestella nanargenta
254,Medomega_sp_Therevidae_A,,Therevidae,,,Medomega,,,Medomega
255,Zelothrix_venusta_Therevidae_A,,Therevidae,,,Zelothrix,venusta,,Zelothrix venusta
256,Sidarena_cooma_Therevidae_A,,Therevidae,,,Sidarena,cooma,,Sidarena cooma
257,Megalinga_bolbocera_Therevidae_A,,Therevidae,,,Megalinga,bolbocera,,Megalinga bolbocera
258,Penniverpa_sp_Therevidae_A,,Therevidae,,,Penniverpa,,,Penniverpa
259,Litolinga_tergisa_Therevidae_A,,Therevidae,,,Litolinga,tergisa,,Litolinga tergisa
260,Notiothereva_sp_Therevidae_A,,Therevidae,,,Notiothereva,,,Notiothereva
261,Notiothereva_albiventris_Therevidae_A,,Therevidae,,,Notiothereva,albiventris,,Notiothereva albiventris
262,Iberotelus_inexpectatus_Therevidae_A,,Therevidae,,,Iberotelus,inexpectatus,,Iberotelus inexpectatus
263,Ammothereva_sp_Therevidae_A,,Therevidae,,,Ammothereva,,,Ammothereva
264,Ozodiceromyia_sp_1_SLW_Therevidae_A,,Therevidae,,,Ozodiceromyia,,1_SLW,Ozodiceromyia
265,Cyclotelus_pictipennis_Therevidae_A,,Therevidae,,,Cyclotelus,pictipennis,,Cyclotelus pictipennis
266,Procyclotelus_elegans_Therevidae_A,,Therevidae,,,Procyclotelus,elegans,,Procyclotelus elegans
267,Leptothereva_sp_Therevidae_A,,Therevidae,,,Leptothereva,,,Leptothereva
268,Elcaribe_abdominalis_Therevidae_A,,Therevidae,,,Elcaribe,abdominalis,,Elcaribe abdominalis
269,Brachylinga_baccata_Therevidae_A,,Therevidae,,,Brachylinga,baccata,,Brachylinga baccata
270,Brachylinga_sp_Therevidae_A_MEI090244,,Therevidae,,,Brachylinga,,MEI090244,Brachylinga
271,Brachylinga_sp_Therevidae_A,,Therevidae,,,Brachylinga,,,Brachylinga
272,Chromolepida_pruinosa_Therevidae_A,,Therevidae,,,Chromolepida,pruinosa,,Chromolepida pruinosa
273,Hoplosathe_formosa_Therevidae_A,,Therevidae,,,Hoplosathe,formosa,,Hoplosathe formosa
274,Hoplosathe_frauenfeldi_Therevidae_A,,Therevidae,,,Hoplosathe,frauenfeldi,,Hoplosathe frauenfeldi
275,Hermannula_lanata_Therevidae_A,,Therevidae,,,Hermannula,lanata,,Hermannula lanata
276,Acantothereva_sp_Therevidae_A,,Therevidae,,,Acantothereva,,,Acantothereva
277,Irwiniella_oldroydi_Therevidae_A,,Therevidae,,,Irwiniella,oldroydi,,Irwiniella oldroydi
278,Irwiniella_velutina_Therevidae_A,,Therevidae,,,Irwiniella,velutina,,Irwiniella velutina
279,Irwiniella_natalensis_Therevidae_A,,Therevidae,,,Irwiniella,natalensis,,Irwiniella natalensis
280,Acrosathe_notata_Therevidae_A,,Therevidae,,,Acrosathe,notata,,Acrosathe notata
281,Acrosathe_novella_Therevidae_A,,Therevidae,,,Acrosathe,novella,,Acrosathe novella
282,Irwiniella_frontata_Therevidae_A,,Therevidae,,,Irwiniella,frontata,,Irwiniella frontata
283,Dichoglena_nigrina_Therevidae_A,,Therevidae,,,Dichoglena,nigrina,,Dichoglena nigrina
284,Pandivirilia_sp_Therevidae_A,,Therevidae,,,Pandivirilia,,,Pandivirilia
285,Tabudamima_melanophleba_Therevidae_A,,Therevidae,,,Tabudamima,melanophleba,,Tabudamima melanophleba
286,Dialineura_lyneborgi_Therevidae_A,,Therevidae,,,Dialineura,lyneborgi,,Dialineura lyneborgi
287,spiriverpa_sp_Therevidae_A,,Therevidae,,,spiriverpa,,,spiriverpa
288,Tabuda_planiceps_Therevidae_A,,Therevidae,,,Tabuda,planiceps,,Tabuda planiceps
289,Tabuda_varia_Therevidae_A,,Therevidae,,,Tabuda,varia,,Tabuda varia
290,Thereva_turneri_Therevidae_A_yzerfontein,,Therevidae,,,Thereva,turneri,yzerfontein,Thereva turneri
291,Thereva_turneri_Therevidae_A_knyssa,,Therevidae,,,Thereva,turneri,knyssa,Thereva turneri
292,Thereva_turneri_Therevidae_A,,Therevidae,,,Thereva,turneri,,Thereva turneri
293,Caenophthalmus_capensis_Therevidae_A,,Therevidae,,,Caenophthalmus,capensis,,Caenophthalmus capensis
294,Euphycus_dispar_Therevidae_A,,Therevidae,,,Euphycus,dispar,,Euphycus dispar
295,Cionophora_kollari_Therevidae_A,,Therevidae,,,Cionophora,kollari,,Cionophora kollari
296,Baryphora_speciosa_Therevidae_A,,Therevidae,,,Baryphora,speciosa,,Baryphora speciosa
297,Stenopomyia_sp_Therevidae_A,,Therevidae,,,Stenopomyia,,,Stenopomyia
298,Thereva_nobilitata_Therevidae_A,,Therevidae,,,Thereva,nobilitata,,Thereva nobilitata
299,Thereva_plebeja_Therevidae_A,,Therevidae,,,Thereva,plebeja,,Thereva plebeja
300,Thereva_strigata_Therevidae_A,,Therevidae,,,Thereva,strigata,,Thereva strigata
301,Thereva_aurofasciata_Therevidae_A,,Therevidae,,,Thereva,aurofasciata,,Thereva aurofasciata
302,Thereva_flavicincta_Therevidae_A,,Therevidae,,,Thereva,flavicincta,,Thereva flavicincta
303,Thereva_natalensis_Therevidae_A,,Therevidae,,,Thereva,natalensis,,Thereva natalensis
304,Thereva_bicolor_Therevidae_A,,Therevidae,,,Thereva,bicolor,,Thereva bicolor
305,Thereva_niveipennis_Therevidae_A,,Therevidae,,,Thereva,niveipennis,,Thereva niveipennis
306,Thereva_elizabethae_Therevidae_A,,Therevidae,,,Thereva,elizabethae,,Thereva elizabethae
307,Thereva_flavipilosa_Therevidae_A,,Therevidae,,,Thereva,flavipilosa,,Thereva flavipilosa
308,Thereva_major_Therevidae_A,,Therevidae,,,Thereva,major,,Thereva major
309,Thereva_microcephala_Therevidae_A,,Therevidae,,,Thereva,microcephala,,Thereva microcephala
310,Ammonaios_confusus_Therevidae_A,,Therevidae,,,Ammonaios,confusus,,Ammonaios confusus
311,Arenigena_marcida_Therevidae_A,,Therevidae,,,Arenigena,marcida,,Arenigena marcida
312,Agapophytus_pallidicornis_Therevidae_A,,Therevidae,,,Agapophytus,pallidicornis,,Agapophytus pallidicornis
313,Anabarhynchus_sp_NCSU0300006_Therevidae_A,,Therevidae,,,Anabarhynchus,,NCSU0300006,Anabarhynchus
314,Peralia_vittata_Therevidae_A,,Therevidae,,,Peralia,vittata,,Peralia vittata
315,Anabarhynchus_maritimus_Therevidae_A,,Therevidae,,,Anabarhynchus,maritimus,,Anabarhynchus maritimus
316,Anabarhynchus_helvenacus_Therevidae_A,,Therevidae,,,Anabarhynchus,helvenacus,,Anabarhynchus helvenacus
317,Anabarhynchus_hyalipennis_vari_Therevidae_Acinctu,,Therevidae,,,Anabarhynchus,hyalipennis,vari_Acinctu,Anabarhynchus hyalipennis
318,Anabarhynchus_montanus_Therevidae_A,,Therevidae,,,Anabarhynchus,montanus,,Anabarhynchus montanus
319,Anabarhynchus_tristis_Therevidae_A,,Therevidae,,,Anabarhynchus,tristis,,Anabarhynchus tristis
320,Anabarhynchus_occidentalis_Therevidae_A,,Therevidae,,,Anabarhynchus,occidentalis,,Anabarhynchus occidentalis
321,Ectinorhynchus_levis_Therevidae_A,,Therevidae,,,Ectinorhynchus,levis,,Ectinorhynchus levis
322,Efflatouniella_sp_Therevidae_A,,Therevidae,,,Efflatouniella,,,Efflatouniella
323,Stenogephyra_sp_2_Therevidae_A,,Therevidae,,,Stenogephyra,,,Stenogephyra
324,Stenogephyra_torrida_Therevidae_A,,Therevidae,,,Stenogephyra,torrida,,Stenogephyra torrida
325,Parapherocera_wilcoxi_Therevidae_A,,Therevidae,,,Parapherocera,wilcoxi,,Parapherocera wilcoxi
326,Pherocera_albihalteralis_Therevidae_A,,Therevidae,,,Pherocera,albihalteralis,,Pherocera albihalteralis
327,Pherocera_johnsoni_Therevidae_A,,Therevidae,,,Pherocera,johnsoni,,Pherocera johnsoni
328,Schlingeria_ammobata_Therevidae_A,,Therevidae,,,Schlingeria,ammobata,,Schlingeria ammobata
329,Pherocera_paractia_Therevidae_A,,Therevidae,,,Pherocera,paractia,,Pherocera paractia
330,Pherocera_niger_Therevidae_A,,Therevidae,,,Pherocera,niger,,Pherocera niger
331,Pherocera_sp_Therevidae_A_NCSU0300012,,Therevidae,,,Pherocera,,NCSU0300012,Pherocera
332,Pherocera_sp_Therevidae_A,,Therevidae,,,Pherocera,,,Pherocera
333,Salentia_smkz_Therevidae_A,,Therevidae,,,Salentia,,smkz,Salentia
334,Phycus_sp_Therevidae_A_MEI050693,,Therevidae,,,Phycus,,MEI050693,Phycus
335,Phycus_sp_Therevidae_A,,Therevidae,,,Phycus,,,Phycus
336,Neotabuda_sp_Therevidae_A_MEI089473,,Therevidae,,,Neotabuda,,MEI089473,Neotabuda
337,Ruppellia_ruca_Therevidae_A,,Therevidae,,,Ruppellia,ruca,,Ruppellia ruca
338,Ruppellia_nigriscens_Therevidae_A,,Therevidae,,,Ruppellia,nigriscens,,Ruppellia nigriscens
339,Ruppellia_thoracica_Therevidae_A,,Therevidae,,,Ruppellia,thoracica,,Ruppellia thoracica
340,Ruppellia_multisetosis_Therevidae_A,,Therevidae,,,Ruppellia,multisetosis,,Ruppellia multisetosis
341,Ruppellia_basalis_Therevidae_A,,Therevidae,,,Ruppellia,basalis,,Ruppellia basalis
342,Ruppellia_rucu_Therevidae_A,,Therevidae,,,Ruppellia,rucu,,Ruppellia rucu
343,Orthactia_penicillata_Therevidae_A,,Therevidae,,,Orthactia,penicillata,,Orthactia penicillata
344,Actorthia_micans_Therevidae_A,,Therevidae,,,Actorthia,micans,,Actorthia micans
345,Ataenogera_abdominalis_Therevidae_A,,Therevidae,,,Ataenogera,abdominalis,,Ataenogera abdominalis
346,Ataenogera_sp_Therevidae_A,,Therevidae,,,Ataenogera,,,Ataenogera
347,Neotabuda_incrassata_Therevidae_A,,Therevidae,,,Neotabuda,incrassata,,Neotabuda incrassata
348,Neotabuda_sp_Therevidae_A,,Therevidae,,,Neotabuda,,,Neotabuda
349,Neotabuda_sp_Therevidae_A_nov,,Therevidae,,,Neotabuda,,nov,Neotabuda
350,Phycus_frommeri_Therevidae_A,,Therevidae,,,Phycus,frommeri,,Phycus frommeri
351,Phycus_lacteipennis_Therevidae_A,,Therevidae,,,Phycus,lacteipennis,,Phycus lacteipennis
352,Phycus_niger_Therevidae_A,,Therevidae,,,Phycus,niger,,Phycus niger
353,Caenotus_sp_Scenopinidae_A,,Scenopinidae,,,Caenotus,,,Caenotus
354,Pseudatrichia_bupennis_Scenopinidae_A,,Scenopinidae,,,Pseudatrichia,bupennis,,Pseudatrichia bupennis
355,Pseudatrichia_longiventris_Scenopinidae_A,,Scenopinidae,,,Pseudatrichia,longiventris,,Pseudatrichia longiventris
356,Stenomphrale_teutenkhameni_Scenopinidae_A,,Scenopinidae,,,Stenomphrale,teutenkhameni,,Stenomphrale teutenkhameni
357,Belosta_sp_Scenopinidae_A,,Scenopinidae,,,Belosta,,,Belosta
358,Neopseudatrichia_inglewoodi_Scenopinidae_A,,Scenopinidae,,,Neopseudatrichia,inglewoodi,,Neopseudatrichia inglewoodi
359,Neopseudatrichia_canei_Scenopinidae_A,,Scenopinidae,,,Neopseudatrichia,canei,,Neopseudatrichia canei
360,Brevitrichia_sp_Therevidae_A,,Therevidae,,,Brevitrichia,,,Brevitrichia
361,Heteromphrale_blanca_Scenopinidae_A,,Scenopinidae,,,Heteromphrale,blanca,,Heteromphrale blanca
362,Heteromphrale_cyanops_Scenopinidae_A,,Scenopinidae,,,Heteromphrale,cyanops,,Heteromphrale cyanops
363,Brevitrichia_arena_Scenopinidae_A,,Scenopinidae,,,Brevitrichia,arena,,Brevitrichia arena
364,Brevitrichia_arnaudi_Therevidae_A,,Therevidae,,,Brevitrichia,arnaudi,,Brevitrichia arnaudi
365,Brevitrichia_forficicruxa_Scenopinidae_A,,Scenopinidae,,,Brevitrichia,forficicruxa,,Brevitrichia forficicruxa
366,Irwiniana_graciliparamera_Scenopinidae_A,,Scenopinidae,,,Irwiniana,graciliparamera,,Irwiniana graciliparamera
367,Riekiella_nicholsi_Scenopinidae_A,,Scenopinidae,,,Riekiella,nicholsi,,Riekiella nicholsi
368,Riekiella_bolgarti_Scenopinidae_A,,Scenopinidae,,,Riekiella,bolgarti,,Riekiella bolgarti
369,Paramonova_sp_A_SLW_2015_Scenopinidae_A,,Scenopinidae,,,Paramonova,,A_SLW_2015,Paramonova
370,Riekiella_sp_SLW_2015_Scenopinidae_A,,Scenopinidae,,,Riekiella,,SLW_2015,Riekiella
371,Paramonova_sp_B_SLW_2015_Scenopinidae_A,,Scenopinidae,,,Paramonova,,B_SLW_2015,Paramonova
372,Paramonova_sp_C_SLW_2015_Scenopinidae_A,,Scenopinidae,,,Paramonova,,C_SLW_2015,Paramonova
373,Propebrevitrichia_canuta_Scenopinidae_A,,Scenopinidae,,,Propebrevitrichia,canuta,,Propebrevitrichia canuta
374,Propebrevitrichia_pakhuisensis_Scenopinidae_A,,Scenopinidae,,,Propebrevitrichia,pakhuisensis,,Propebrevitrichia pakhuisensis
375,Propebrevitrichia_stuckenbergi_Scenopinidae_A,,Scenopinidae,,,Propebrevitrichia,stuckenbergi,,Propebrevitrichia stuckenbergi
376,Propebrevitrichia_patersonensi_Scenopinidae_As,,Scenopinidae,,,Propebrevitrichia,patersonensi,s,Propebrevitrichia patersonensi
377,Propebrevitrichia_falcata_Scenopinidae_A,,Scenopinidae,,,Propebrevitrichia,falcata,,Propebrevitrichia falcata
378,Metatrichia_waterhousei_Scenopinidae_A,,Scenopinidae,,,Metatrichia,waterhousei,,Metatrichia waterhousei
379,Metatrichia_bulbosa_Scenopinidae_A,,Scenopinidae,,,Metatrichia,bulbosa,,Metatrichia bulbosa
380,Metatrichia_robusta_Scenopinidae_A,,Scenopinidae,,,Metatrichia,robusta,,Metatrichia robusta
381,Iranotrichia_sp_2_Scenopinidae_A,,Scenopinidae,,,Iranotrichia,,2,Iranotrichia
382,Iranotrichia_sp_1_Scenopinidae_A,,Scenopinidae,,,Iranotrichia,,1,Iranotrichia
383,Seguyia_sinaiensis_Scenopinidae_A,,Scenopinidae,,,Seguyia,sinaiensis,,Seguyia sinaiensis
384,Seguyia_chinchona_Scenopinidae_A,,Scenopinidae,,,Seguyia,chinchona,,Seguyia chinchona
385,Prepseudatrichia_sp_Scenopinidae_A,,Scenopinidae,,,Prepseudatrichia,,,Prepseudatrichia
386,Scenopinus_squamosus_Scenopinidae_A,,Scenopinidae,,,Scenopinus,squamosus,,Scenopinus squamosus
387,Scenopinus_sp_A_SLW_2015_Scenopinidae_A,,Scenopinidae,,,Scenopinus,,A_SLW_2015,Scenopinus
388,Scenopinus_fenestralis_Scenopinidae_A,,Scenopinidae,,,Scenopinus,fenestralis,,Scenopinus fenestralis
389,Scenopinus_dilkera_Scenopinidae_A,,Scenopinidae,,,Scenopinus,dilkera,,Scenopinus dilkera
390,Scenopinus_schulzi_Scenopinidae_A,,Scenopinidae,,,Scenopinus,schulzi,,Scenopinus schulzi
391,Scenopinus_electus_Scenopinidae_A,,Scenopinidae,,,Scenopinus,electus,,Scenopinus electus
392,Scenopinus_sp_C_SLW_2015_Scenopinidae_A,,Scenopinidae,,,Scenopinus,,C_SLW_2015,Scenopinus
393,Scenopinus_sp_B_SLW_2015_Scenopinidae_A,,Scenopinidae,,,Scenopinus,,B_SLW_2015,Scenopinus
394,Cyrtosathe_sp_Scenopinidae_A,,Scenopinidae,,,Cyrtosathe,,,Cyrtosathe
395,Jackhallia_sp_Scenopinidae_A,,Scenopinidae,,,Jackhallia,,,Jackhallia
396,Acaenotus_sp_Scenopinidae_A,,Scenopinidae,,,Acaenotus,,,Acaenotus
397,Prorates_sp_Scenopinidae_A_SLW_2015,,Scenopinidae,,,Prorates,,A_SLW_2015,Prorates
398,Prorates_boydi_Scenopinidae_A,,Scenopinidae,,,Prorates,boydi,,Prorates boydi
399,Prorates_frommeri_Scenopinidae_A,,Scenopinidae,,,Prorates,frommeri,,Prorates frommeri
400,Prorates_sp_Scenopinidae_A,,Scenopinidae,,,Prorates,,,Prorates
401,Alloxytropus_elias_Scenopinidae_A,,Scenopinidae,,,Alloxytropus,elias,,Alloxytropus elias
402,Alloxytropus_anomalus_Scenopinidae_A,,Scenopinidae,,,Alloxytropus,anomalus,,Alloxytropus anomalus
403,Beameromyia_bifida_Asilidae_A,,Asilidae,,,Beameromyia,bifida,,Beameromyia bifida
404,Euscelidia_pulchra_Asilidae_A,,Asilidae,,,Euscelidia,pulchra,,Euscelidia pulchra
405,Lasiocnemus_lugens_Asilidae_A,,Asilidae,,,Lasiocnemus,lugens,,Lasiocnemus lugens
406,Tipulogaster_glabrata_Asilidae_A,,Asilidae,,,Tipulogaster,glabrata,,Tipulogaster glabrata
407,Leptogaster_arida_Asilidae_A,,Asilidae,,,Leptogaster,arida,,Leptogaster arida
408,Leptogaster_sp_SLW2_Asilidae_A,,Asilidae,,,Leptogaster,,SLW2,Leptogaster
409,Leptogaster_cylindrica_Asilidae_A,,Asilidae,,,Leptogaster,cylindrica,,Leptogaster cylindrica
410,Neoitamus_cyanurus_Asilidae_A,,Asilidae,,,Neoitamus,cyanurus,,Neoitamus cyanurus
411,Clephydroneura_sp_Kepong_Asilidae_A,,Asilidae,,,Clephydroneura,,Kepong,Clephydroneura
412,Dysmachus_trigonus_Asilidae_A,,Asilidae,,,Dysmachus,trigonus,,Dysmachus trigonus
413,Machimus_sp_Asilidae_A,,Asilidae,,,Machimus,,,Machimus
414,Tolmerus_atricapillus_Asilidae_A,,Asilidae,,,Tolmerus,atricapillus,,Tolmerus atricapillus
415,Asilus_crabroniformis_Asilidae_A,,Asilidae,,,Asilus,crabroniformis,,Asilus crabroniformis
416,Asilus_sericeus_Asilidae_A,,Asilidae,,,Asilus,sericeus,,Asilus sericeus
417,Machimus_occidentalis_Asilidae_A,,Asilidae,,,Machimus,occidentalis,,Machimus occidentalis
418,Philonicus_albiceps_Asilidae_A,,Asilidae,,,Philonicus,albiceps,,Philonicus albiceps
419,Philodicus_tenuipes_Asilidae_A,,Asilidae,,,Philodicus,tenuipes,,Philodicus tenuipes
420,Promachus_amastrus_Asilidae_A,,Asilidae,,,Promachus,amastrus,,Promachus amastrus
421,Neolophonotus_bimaculatus_Asilidae_A,,Asilidae,,,Neolophonotus,bimaculatus,,Neolophonotus bimaculatus
422,Dasophrys_crenulatus_Asilidae_A,,Asilidae,,,Dasophrys,crenulatus,,Dasophrys crenulatus
423,Pogonioefferia_pogonias_Asilidae_A,,Asilidae,,,Pogonioefferia,pogonias,,Pogonioefferia pogonias
424,Proctacanthus_philadelphicus_Asilidae_A,,Asilidae,,,Proctacanthus,philadelphicus,,Proctacanthus philadelphicus
425,Afroestricus_chiastoneurus_Asilidae_A,,Asilidae,,,Afroestricus,chiastoneurus,,Afroestricus chiastoneurus
426,Ommatius_tibialis_Asilidae_A,,Asilidae,,,Ommatius,tibialis,,Ommatius tibialis
427,Emphysomera_conopsoides_Asilidae_A,,Asilidae,,,Emphysomera,conopsoides,,Emphysomera conopsoides
428,Emphysomera_pallidapex_Asilidae_A,,Asilidae,,,Emphysomera,pallidapex,,Emphysomera pallidapex
429,CerdistusLRC_Asilidae_A,,Asilidae,,,CerdistusLRC,,,Cerdistus
430,Tillobroma_punctipennis_Asilidae_A,,Asilidae,,,Tillobroma,punctipennis,,Tillobroma punctipennis
431,Microstylum_sp_Karkloof_Asilidae_A,,Asilidae,,,Microstylum,,Karkloof,Microstylum
432,Connomyia_varipennis_Asilidae_A,,Asilidae,,,Connomyia,varipennis,,Connomyia varipennis
433,Scylaticus_costalis_Asilidae_A,,Asilidae,,,Scylaticus,costalis,,Scylaticus costalis
434,Prolepsis_tristis_Asilidae_A,,Asilidae,,,Prolepsis,tristis,,Prolepsis tristis
435,Lycostommyia_albifacies_Asilidae_A,,Asilidae,,,Lycostommyia,albifacies,,Lycostommyia albifacies
436,Gonioscelis_ventralis_Asilidae_A,,Asilidae,,,Gonioscelis,ventralis,,Gonioscelis ventralis
437,Stenopogon_rufibarbis_Asilidae_A,,Asilidae,,,Stenopogon,rufibarbis,,Stenopogon rufibarbis
438,Ospriocerus_aeacus_Asilidae_A,,Asilidae,,,Ospriocerus,aeacus,,Ospriocerus aeacus
439,Trichoura_pardeos_Asilidae_A,,Asilidae,,,Trichoura,pardeos,,Trichoura pardeos
440,Willistonina_bilineata_Asilidae_A,,Asilidae,,,Willistonina,bilineata,,Willistonina bilineata
441,Nicocles_politus_Asilidae_A,,Asilidae,,,Nicocles,politus,,Nicocles politus
442,Leptarthrus_brevirostris_Asilidae_A,,Asilidae,,,Leptarthrus,brevirostris,,Leptarthrus brevirostris
443,Ceraturgus_fasciatus_Asilidae_A,,Asilidae,,,Ceraturgus,fasciatus,,Ceraturgus fasciatus
444,Cyrtopogon_rattus_Asilidae_A,,Asilidae,,,Cyrtopogon,rattus,,Cyrtopogon rattus
445,Rhipidocephala_sp_Asilidae_A,,Asilidae,,,Rhipidocephala,,,Rhipidocephala
446,Holcocephala_abdominalis_Asilidae_A,,Asilidae,,,Holcocephala,abdominalis,,Holcocephala abdominalis
447,Holcocephala_calva_Asilidae_A,,Asilidae,,,Holcocephala,calva,,Holcocephala calva
448,Molobratia_teutonus_Asilidae_A,,Asilidae,,,Molobratia,teutonus,,Molobratia teutonus
449,Pegesimallus_laticornis_Asilidae_A,,Asilidae,,,Pegesimallus,laticornis,,Pegesimallus laticornis
450,Diogmites_sp_Asilidae_A,,Asilidae,,,Diogmites,,,Diogmites
451,Diogmites_grossus_Asilidae_A,,Asilidae,,,Diogmites,grossus,,Diogmites grossus
452,Lestomyia_fraudiger_Asilidae_A,,Asilidae,,,Lestomyia,fraudiger,,Lestomyia fraudiger
453,Plesiomma_sp_Guanacaste_Asilidae_A,,Asilidae,,,Plesiomma,,Guanacaste,Plesiomma
454,Saropogon_luteus_Asilidae_A,,Asilidae,,,Saropogon,luteus,,Saropogon luteus
455,Dasypogon_diadema_Asilidae_A,,Asilidae,,,Dasypogon,diadema,,Dasypogon diadema
456,Rhabdogaster_pedion_Asilidae_A,,Asilidae,,,Rhabdogaster,pedion,,Rhabdogaster pedion
457,Damalis_annulata_Asilidae_A,,Asilidae,,,Damalis,annulata,,Damalis annulata
458,Damalis_monochaetes_Asilidae_A,,Asilidae,,,Damalis,monochaetes,,Damalis monochaetes
459,sporadothrix_gracilis_Asilidae_A,,Asilidae,,,sporadothrix,gracilis,,sporadothrix gracilis
460,Dioctria_hyalipennis_Asilidae_A,,Asilidae,,,Dioctria,hyalipennis,,Dioctria hyalipennis
461,Dioctria_rufipes_Asilidae_A,,Asilidae,,,Dioctria,rufipes,,Dioctria rufipes
462,Dioctria_atricapilla_Asilidae_A,,Asilidae,,,Dioctria,atricapilla,,Dioctria atricapilla
463,Eudioctria_albius_Asilidae_A,,Asilidae,,,Eudioctria,albius,,Eudioctria albius
464,Trichardis_effrena_Asilidae_A,,Asilidae,,,Trichardis,effrena,,Trichardis effrena
465,Perasis_transvaalensis_Asilidae_A,,Asilidae,,,Perasis,transvaalensis,,Perasis transvaalensis
466,Laphystia_tolandi_Asilidae_A,,Asilidae,,,Laphystia,tolandi,,Laphystia tolandi
467,Nusa_infumata_Asilidae_A,,Asilidae,,,Nusa,infumata,,Nusa infumata
468,Pilica_formidolosa_Asilidae_A,,Asilidae,,,Pilica,formidolosa,,Pilica formidolosa
469,Lamyra_gulo_Asilidae_A,,Asilidae,,,Lamyra,gulo,,Lamyra gulo
470,Stiphrolamyra_angularis_Asilidae_A,,Asilidae,,,Stiphrolamyra,angularis,,Stiphrolamyra angularis
471,Laphria_grossa_Asilidae_A,,Asilidae,,,Laphria,grossa,,Laphria grossa
472,Laphria_aktis_Asilidae_A,,Asilidae,,,Laphria,aktis,,Laphria aktis
473,Choerades_bella_Asilidae_A,,Asilidae,,,Choerades,bella,,Choerades bella
474,Atomosia_puella_Asilidae_A,,Asilidae,,,Atomosia,puella,,Atomosia puella
475,Cerotainia_albipilosa_Asilidae_A,,Asilidae,,,Cerotainia,albipilosa,,Cerotainia albipilosa
476,Hoplistomerus_nobilis_Asilidae_A,,Asilidae,,,Hoplistomerus,nobilis,,Hoplistomerus nobilis
477,Laxenecera_albicincta_Asilidae_A,,Asilidae,,,Laxenecera,albicincta,,Laxenecera albicincta
478,Lasiopogon_aldrichii_Asilidae_A,,Asilidae,,,Lasiopogon,aldrichii,,Lasiopogon aldrichii
479,Lasiopogon_cinctus_Asilidae_A,,Asilidae,,,Lasiopogon,cinctus,,Lasiopogon cinctus
480,Stichopogon_trifasciatus_Asilidae_A,,Asilidae,,,Stichopogon,trifasciatus,,Stichopogon trifasciatus
481,Ablautus_coquilletti_Asilidae_A,,Asilidae,,,Ablautus,coquilletti,,Ablautus coquilletti
482,Stichopogon_elegantulus_Asilidae_A,,Asilidae,,,Stichopogon,elegantulus,,Stichopogon elegantulus
483,Stichopogon_punctum_Asilidae_A,,Asilidae,,,Stichopogon,punctum,,Stichopogon punctum
484,Apiocera_haruspex_Apioceridae_A,,Apioceridae,,,Apiocera,haruspex,,Apiocera haruspex
485,Apiocera_sp_SLW2_Apioceridae_A,,Apioceridae,,,Apiocera,,SLW2,Apiocera
486,Mitrodetus_dentitarsis_Mydidae_A,,Mydidae,,,Mitrodetus,dentitarsis,,Mitrodetus dentitarsis
487,Opomydas_townsendi_Mydidae_A,,Mydidae,,,Opomydas,townsendi,,Opomydas townsendi
488,Nemomydas_brachyrhynchus_Mydidae_A,,Mydidae,,,Nemomydas,brachyrhynchus,,Nemomydas brachyrhynchus
489,Afroleptomydas_sp_Clanwilliam_Mydidae_A,,Mydidae,,,Afroleptomydas,,Clanwilliam,Afroleptomydas
490,Mydas_clavatus_SLW_2_Mydidae_A,,Mydidae,,,Mydas,clavatus,SLW_2,Mydas clavatus
491,Tongamya_miranda_Mydidae_A,,Mydidae,,,Tongamya,miranda,,Tongamya miranda
492,Atelestus_sp_Atelestidae_E,,Atelestidae,,,Atelestus,,,Atelestus
493,Meghyperus_sp_Atelestidae_E,,Atelestidae,,,Meghyperus,,,Meghyperus
494,Acarteroptera_recta_Atelestidae_E,,Atelestidae,,,Acarteroptera,recta,,Acarteroptera recta
495,Meghyperus_sudeticus_Atelestidae_E,,Atelestidae,,,Meghyperus,sudeticus,,Meghyperus sudeticus
496,Empis_bicuspidata_Empididae_E,,Empididae,,,Empis,bicuspidata,,Empis bicuspidata
497,Empis_barbatoides_Empididae_E,,Empididae,,,Empis,barbatoides,,Empis barbatoides
498,Empis_sp_Empididae_E_SNK_2009,,Empididae,,,Empis,,SNK_2009,Empis
499,Empis_producta_Empididae_E,,Empididae,,,Empis,producta,,Empis producta
