tip_name,superfamily,family,subfamily,tribe,genus,species,additional_identifiers
Rhingia_nasica,,,,,Rhingia,nasica,
Cephalops_longistylis,,,,,Cephalops,longistylis,
Neoalticomerus_seamansi,,,,,Neoalticomerus,seamansi,
Periscelis_sp,,,,,Periscelis,,
Meoneura_sp,,,,,Meoneura,,
Cerodontha_dorsalis,,,,,Cerodontha,dorsalis,
Phytomyza_ilicicola,,,,,Phytomyza,ilicicola,
Spelobia_bifrons,,,,,Spelobia,bifrons,
Pseudocollinella_humida,,,,,Pseudocollinella,humida,
Coenia_palustris,,,,,Coenia,palustris,
Psilopa_polita,,,,,Psilopa,polita,
Hydrellia_griseola,,,,,Hydrellia,griseola,
Drosophila_melanogaster,,,,,Drosophila,melanogaster,
Braula_coeca,,,,,Braula,coeca,
Cryptochetum_sp,,,,,Cryptochetum,,
Camilla_sp,,,,,Camilla,,
Curtonotum_helvum,,,,,Curtonotum,helvum,
Campichoeta_punctum,,,,,Campichoeta,punctum,
Diastata_fuscula,,,,,Diastata,fuscula,
Paratrichobius_longicrus,,,,,Paratrichobius,longicrus,
Glossina_morsitans,,,,,Glossina,morsitans,
Crataerina_hirudinus,,,,,Crataerina,hirudinus,
Ornithomyia_avicularia,,,,,Ornithomyia,avicularia,
Fannia_canicularis,,,,,Fannia,canicularis,
Drymeia_alpicola,,,,,Drymeia,alpicola,
Musca_domestica,,,,,Musca,domestica,
Stomoxys_calcitrans,,,,,Stomoxys,calcitrans,
Delia_radicum,,,,,Delia,radicum,
Scatophaga_stercoraria,,,,,Scatophaga,stercoraria,
Cephenemyia_phobifer,,,,,Cephenemyia,phobifer,
Sarcophaga_bullata,,,,,Sarcophaga,bullata,
Peckia_alvarengai,,,,,Peckia,alvarengai,
Phyto_melanocephala,,,,,Phyto,melanocephala,
Cochliomyia_macellaria,,,,,Cochliomyia,macellaria,
Gymnosoma_nudifrons,,,,,Gymnosoma,nudifrons,
Siphona_flavifrons,,,,,Siphona,flavifrons,
Tachina_grossa,,,,,Tachina,grossa,
Exorista_larvarum,,,,,Exorista,larvarum,
Axinia_zentae,,,,,Axinia,zentae,
Phania_funesta,,,,,Phania,funesta,
Megamerina_sp,,,,,Megamerina,,
Gymnochiromyia_sp,,,,,Gymnochiromyia,,
Geomyza_tripunctata,,,,,Geomyza,tripunctata,
Opomyza_florum,,,,,Opomyza,florum,
Sepsis_cynipsea,,,,,Sepsis,cynipsea,
Acartophthalmus_nigrinus,,,,,Acartophthalmus,nigrinus,
Richardia_teevani,,,,,Richardia,teevani,
Lonchaea_polita,,,,,Lonchaea,polita,
Mycetaulus_sp,,,,,Mycetaulus,,
Melieria_omissa,,,,,Melieria,omissa,
Herina_palustris,,,,,Herina,palustris,
Rivellia_syngenesiae,,,,,Rivellia,syngenesiae,
Nepaliseta_ashleyi,,,,,Nepaliseta,ashleyi,
Tachinisca_cyaneiventris,,,,,Tachinisca,cyaneiventris,
Cardiacera_nr._miliacea,,,,,Cardiacera,,nr._miliacea
Ceratitis_capitata,,,,,Ceratitis,capitata,
Trupanea_bullocki,,,,,Trupanea,bullocki,
Inbiomyia_mcalpineorum,,,,,Inbiomyia,mcalpineorum,
Nemula_longarista,,,,,Nemula,longarista,
Aulacigaster_sp,,,,,Aulacigaster,,
Cyamops_nebulosa,,,,,Cyamops,nebulosa,
Telostylinus_sp,,,,,Telostylinus,,
Rhinopomyzella_sp,,,,,Rhinopomyzella,,
Compsobata_cibaria,,,,,Compsobata,cibaria,
Cnodacophora_sellata,,,,,Cnodacophora,sellata,
Somatia_aestiva,,,,,Somatia,aestiva,
Paramyia_nitens,,,,,Paramyia,nitens,
Incertella_albipalpis,,,,,Incertella,albipalpis,
Thaumatomyia_notata,,,,,Thaumatomyia,notata,
Teloglabrus_sp,,,,,Teloglabrus,,
Sphyracephala_brevicornis,,,,,Sphyracephala,brevicornis,
Cyrtodiopsis_dalmanni,,,,,Cyrtodiopsis,dalmanni,
Margo_sp,,,,,Margo,,
Azorastia_mediterranea,,,,,Azorastia,mediterranea,
Procanace_dianneae,,,,,Procanace,dianneae,
Tethinosoma_fulvifrons,,,,,Tethinosoma,fulvifrons,
Neotanypeza_sp,,,,,Neotanypeza,,
Strongylophthalmyia_pengellyi,,,,,Strongylophthalmyia,pengellyi,
Willistoniella_pleuropunctata,,,,,Willistoniella,pleuropunctata,
Fergusonina_turneri,,,,,Fergusonina,turneri,
Asteia_amoena,,,,,Asteia,amoena,
Xenasteia_shalam,,,,,Xenasteia,shalam,
Australimyza_sp,,,,,Australimyza,,
Chamaepsila_hennigi,,,,,Chamaepsila,hennigi,
Syringogaster_sp,,,,,Syringogaster,,
Clusia_lateralis,,,,,Clusia,lateralis,
Neurochaeta_sp,,,,,Neurochaeta,,
Palloptera_umbellatarum,,,,,Palloptera,umbellatarum,
Teratomya_sp,,,,,Teratomya,,
Trixoscelis_sp,,,,,Trixoscelis,,
Suillia_variegata,,,,,Suillia,variegata,
Anthomyza_gracilis,,,,,Anthomyza,gracilis,
Heteromyza_atricornis,,,,,Heteromyza,atricornis,
Parochthiphila_coronata,,,,,Parochthiphila,coronata,
Cremifania_nearctica,,,,,Cremifania,nearctica,
Spaniocelyphus_umsinduzi,,,,,Spaniocelyphus,umsinduzi,
Lyciella_decipiens,,,,,Lyciella,decipiens,
Minettia_flaveola,,,,,Minettia,flaveola,
Natalimyza_sp,,,,,Natalimyza,,
Heterocheila_buccata,,,,,Heterocheila,buccata,
Stylogaster_sp,,,,,Stylogaster,,
Huttonina_glabra,,,,,Huttonina,glabra,
Helcomyza_mirabilis,,,,,Helcomyza,mirabilis,
Neosciomyza_luteipennis,,,,,Neosciomyza,luteipennis,
Lopa_convexa,,,,,Lopa,convexa,
Coelopa_vanduzeei,,,,,Coelopa,vanduzeei,
Dryomyza_anilis,,,,,Dryomyza,anilis,
Oedoparena_glauca,,,,,Oedoparena,glauca,
Pelidnoptera_nigripennis,,,,,Pelidnoptera,nigripennis,
Physocephala_marginata,,,,,Physocephala,marginata,
Myopa_sp,,,,,Myopa,,
Pherbellia_annulipes,,,,,Pherbellia,annulipes,
Neolimnia_obscura_,,,,,Neolimnia,obscura,
Tetanocera_ferruginea_,,,,,Tetanocera,ferruginea,
SAR_Sar_Sarcophaga_Mauritiella_cfrayssae,,Sarcophagidae,,Sar,Sarcophaga,cfrayssae,
SAR_Sar_Sarcophaga_Asceloctella_australis,,Sarcophagidae,,Sar,Sarcophaga,australis,
SAR_Sar_Sarcophaga_Bellieromima_subulata,,Sarcophagidae,,Sar,Sarcophaga,subulata,
SAR_Sar_Sarcophaga_Stackelbergeola_mehadiensis,,Sarcophagidae,,Sar,Sarcophaga,mehadiensis,
SAR_Sar_Sarcophaga_Rohdendorfisca_forma,,Sarcophagidae,,Sar,Sarcophaga,forma,
SAR_Sar_Helicobia_rapax,,Sarcophagidae,,Sar,Helicobia,rapax,
SAR_Sar_Chrysagria_sp,,Sarcophagidae,,Sar,Chrysagria,,
OES_Cut_Dermatobia_hominis,,Oestridae,,Cut,Dermatobia,hominis,
OES_Cut_Cuterebra_sp,,Oestridae,,Cut,Cuterebra,,
OES_Cut_Cuterebra_fontinella,,Oestridae,,Cut,Cuterebra,fontinella,
RHINO_Rhinomorinia_capensis,,Rhinophoridae,,Rhinomorinia,capensis,,
RHINO_Tricogena_rubicosa,,Rhinophoridae,,Tricogena,rubicosa,,
RHINO_Rhinophora_lepida,,Rhinophoridae,,Rhinophora,lepida,,
RHINO_Tromodesia_angustifrons,,Rhinophoridae,,Tromodesia,angustifrons,,
RHINO_Bezzimyia_setifax,,,,,Bezzimyia,setifax,
RHINO_Paykullia_maculata,,,,,Paykullia,maculata,
RHINO_Melanophora_roralis,,,,,Melanophora,roralis,
CAL_Tox_Sarconesia_versicolor,,,,,Sarconesia,versicolor,
CAL_Cal_Pericallimyia_io,,,,,Pericallimyia,io,
CAL_Cal_Calliphora_sp,,,,,Calliphora,,
CAL_Mel_Melanomya_nana,,,,,Melanomya,nana,
CAL_Mel_Melinda_viridicyanea,,,,,Melinda,viridicyanea,
CAL_Cal_Bellardia_viarum,,,,,Bellardia,viarum,
CAL_Luc_Lucilia_sp1,,,,,Lucilia,,sp1
CAL_Luc_Lucilia_sp2,,,,,Lucilia,,sp2
CAL_Phu_Phumosia_sp,,,,,Phumosia,,
CAL_Chr_Chrysomya_rufifacies,,,,,Chrysomya,rufifacies,
CAL_Chr_Chrysomya_megacephala,,,,,Chrysomya,megacephala,
CAL_Chr_Chloroprocta_idioidea,,,,,Chloroprocta,idioidea,
CAL_Chr_Compsomyiops_callipes,,,,,Compsomyiops,callipes,
CAL_Chr_Cochliomyia_macellaria,,,,,Cochliomyia,macellaria,
CAL_Chr_Paralucilia_sp,,,,,Paralucilia,,
CAL_Chr_Hemilucilia_semidiaphana,,,,,Hemilucilia,semidiaphana,
CAL_Chr_Hemilucilia_segmentaria,,,,,Hemilucilia,segmentaria,
CAL_Chr_Phormia_regina,,,,,Phormia,regina,
CAL_Chr_Protocalliphora_sp,,,,,Protocalliphora,,
RHINI_Cos_Sumatria_rufithorax,,,,,Sumatria,rufithorax,
RHINI_Cos_Sumatria_vittigera,,,,,Sumatria,vittigera,
RHINI_Rhi_Genus_Unknown_sp,,,,,Genus_Unknown,,
RHINI_Cos_Cosmina_sp,,,,,Cosmina,,
RHINI_Cos_Cosmina_fuscipennis,,,,,Cosmina,fuscipennis,
RHINI_Cos_Villeneuviella_seguyi,,,,,Villeneuviella,seguyi,
RHINI_Cos_Rhyncomya_soyauxi,,,,,Rhyncomya,soyauxi,
RHINI_Cos_Rhyncomya_dasyops,,,,,Rhyncomya,dasyops,
RHINI_Cos_Rhyncomya_minutalis,,,,,Rhyncomya,minutalis,
RHINI_Cos_Eurhyncomyia_diversicolor,,,,,Eurhyncomyia,diversicolor,
RHINI_Cos_Isomyia_pubera,,,,,Isomyia,pubera,
RHINI_Cos_Isomyia_tristis,,,,,Isomyia,tristis,
RHINI_Cos_Isomyia_nataliensis,,,,,Isomyia,nataliensis,
RHINI_Rhi_Rhiniaa_apicalis,,,,,Rhiniaa,apicalis,
RHINI_Rhi_Fainia_albitarsis,,,,,Fainia,albitarsis,
RHINI_Rhi_Stomorhina_cribata,,,,,Stomorhina,cribata,
RHINI_Rhi_Stomorhina_lunata,,,,,Stomorhina,lunata,
CAL_Ben_Bengalia_sp,,,,,Bengalia,,
TAC_Exo_Blondelia_hyphantriae,,,,,Blondelia,hyphantriae,
TAC_Exo_Smidtia_fumiferanae,,,,,Smidtia,fumiferanae,
TAC_Tac_Epalpus_signifer,,,,,Epalpus,signifer,
TAC_Tac_Spilochaetosoma_californicum,,,,,Spilochaetosoma,californicum,
TAC_Tac_Nigrilypha_gnoma,,,,,Nigrilypha,gnoma,
TAC_Tac_Panzeria_nigricornea,,,,,Panzeria,nigricornea,
TAC_Pha_Trichopoda_pennipes,,,,,Trichopoda,pennipes,
TAC_Pha_Cylindromyia_binotata,,,,,Cylindromyia,binotata,
TAC_Dex_Thelaira_americana,,,,,Thelaira,americana,
TAC_Dex_Ptilodexia_harpassa,,,,,Ptilodexia,harpassa,
TAC_Mac_Cholomyia_inaequipes,,,,,Cholomyia,inaequipes,
CAL_Pol_Pollenia_rudis,,,,,Pollenia,rudis,
MES_Laneella_sp,,,,,Laneella,,
MES_Mesembrinella_spicata,,,,,Mesembrinella,spicata,
MES_Mesembrinella_flavicrura,,,,,Mesembrinella,flavicrura,
MES_Mesembrinella_batesi,,,,,Mesembrinella,batesi,
FAN_Fannia_sp1,,,,,Fannia,,sp1
FAN_Euryomma_sp,,,,,Euryomma,,
FAN_Fannia_sp2,,,,,Fannia,,sp2
ANT_Hylemya_alcathoe,,,,,Hylemya,alcathoe,
SCA_Scathophaga_stercolaria,,,,,Scathophaga,stercolaria,
ANT_Anthomyia_procellaris,,,,,Anthomyia,procellaris,
ANT_Leucophora_maculata,,,,,Leucophora,maculata,
OES_Hyp_Hypoderma_tarandi,,,,,Hypoderma,tarandi,
OES_Oes_Cephenemyia_sp,,,,,Cephenemyia,,
OES_Oes_Oestrus_ovis,,,,,Oestrus,ovis,
SAR_Par_Paramacronychia_flavipalpis,,,,,Paramacronychia,flavipalpis,
SAR_Par_Brachicoma_setosa,,,,,Brachicoma,setosa,
SAR_Par_Dexagria_ushinskyi,,,,,Dexagria,ushinskyi,
SAR_Mil_Eumacronychia_sp,,,,,Eumacronychia,,
SAR_Mil_Amobia_signata,,,,,Amobia,signata,
SAR_Mil_Sarcotachina_subcylindrica,,,,,Sarcotachina,subcylindrica,
SAR_Sar_Emdenimyia_limai,,,,,Emdenimyia,limai,
SAR_Sar_Ravinia_querula,,,,,Ravinia,querula,
SAR_Sar_Oxysarcodexia_ventricosa,,,,,Oxysarcodexia,ventricosa,
SAR_Sar_Argoravinia_rufiventris,,,,,Argoravinia,rufiventris,
SAR_Sar_Spirobolomyia_flavipalpis,,,,,Spirobolomyia,flavipalpis,
SAR_Sar_Blaesoxipha_Gigantotheca_plinthopyga,,,,,Blaesoxipha,plinthopyga,
SAR_Sar_Comasarcophaga_texana,,,,,Comasarcophaga,texana,
SAR_Sar_Fletcherimyia_folkertsi,,,,,Fletcherimyia,folkertsi,
SAR_Sar_Lipoptilocnema_koehleri,,,,,Lipoptilocnema,koehleri,
SAR_Sar_Sarcophaga_Neobellieria_bullata,,,,,Sarcophaga,bullata,
SAR_Sar_Sarcophaga_Sarcorohdendorfia_furcata,,,,,Sarcophaga,furcata,
SAR_Sar_Sarcophaga_Sarcophaga_lehmanni,,,,,Sarcophaga,lehmanni,
SAR_Sar_Sarcophaga_Thyrsocnema_incisilobata,,,,,Sarcophaga,incisilobata,
SAR_Sar_Sarcophaga_Hellicophagella_melanura,,,,,Sarcophaga,melanura,
Mesembrina_meridiana,,,,,Mesembrina,meridiana,
Cordilura,,,,,Cordilura,,
Triarthria_setipennis,,,,,Triarthria,setipennis,
Pollenia,,,,,Pollenia,,
Stomorhina_subapicalis,,,,,Stomorhina,subapicalis,
Calliphora_vomitoria,,,,,Calliphora,vomitoria,
Derocephalus_angusticollis,,,,,Derocephalus,angusticollis,
Micropeza_corrigiolata,,,,,Micropeza,corrigiolata,
Zacompsia_fulva,,,,,Zacompsia,fulva,
Piophila_australis,,,,,Piophila,australis,
Strongylophthalmyia,,,,,Strongylophthalmyia,,
Meroplius_fasciculatus,,,,,Meroplius,fasciculatus,
Loxocera_cylindrica,,,,,Loxocera,cylindrica,
Opomyza_germinationis,,,,,Opomyza,germinationis,
Archimicrodon_brachycerus,,,,,Archimicrodon,brachycerus,
Phortica_variegata,,,,,Phortica,variegata,
Stegana,,,,,Stegana,,
Ortholfersia_macleayi,,,,,Ortholfersia,macleayi,
Chordonota_sp_CB0436_Stratiomyidae,,Stratiomyidae,,,Chordonota,,CB0436
Leucoptilum_sp_CB0326_Stratiomyidae,,Stratiomyidae,,,Leucoptilum,,CB0326
Ditylometopa_elegans_Stratiomyidae,,Stratiomyidae,,,Ditylometopa,elegans,
Euryneura_propinqua_Stratiomyidae,,Stratiomyidae,,,Euryneura,propinqua,
Diaphorostylus_nasica_Stratiomyidae,,Stratiomyidae,,,Diaphorostylus,nasica,
Cf__Euryneura_sp_CB0427_Stratiomyidae,,Stratiomyidae,,,Euryneura,,CB0427
Dieuryneura_stigma_Stratiomyidae,,Stratiomyidae,,,Dieuryneura,stigma,
Dysbiota_parvula_Stratiomyidae,,Stratiomyidae,,,Dysbiota,parvula,
Lagenosoma_sp_CB0403_Stratiomyidae,,Stratiomyidae,,,Lagenosoma,,CB0403
Auloceromyia_sp_CB0435_Stratiomyidae,,Stratiomyidae,,,Auloceromyia,,CB0435
Ampsalis_terminalis_CB0401_Stratiomyidae,,Stratiomyidae,,,Ampsalis,terminalis,CB0401
Adoxomyia_bistriata_Stratiomyidae,,Stratiomyidae,,,Adoxomyia,bistriata,
Nigritomyia_consobrina_Stratiomyidae,,Stratiomyidae,,,Nigritomyia,consobrina,
Nigritomyia_loewii_Stratiomyidae,,Stratiomyidae,,,Nigritomyia,loewii,
Adoxomyia_regularis_CB0428_Stratiomyidae,,Stratiomyidae,,,Adoxomyia,regularis,CB0428
Clitellaria_ephippium_Stratiomyidae,,Stratiomyidae,,,Clitellaria,ephippium,
Adoxomyia_rustica_CB0316_Stratiomyidae,,Stratiomyidae,,,Adoxomyia,rustica,CB0316
Adoxomyia_sp_CB0419_Stratiomyidae,,Stratiomyidae,,,Adoxomyia,,CB0419
Hedriodiscus_binotatus_Stratiomyidae,,Stratiomyidae,,,Hedriodiscus,binotatus,
Stratiomyidae_sp_ESB_2006_Stratiomyidae,,Stratiomyidae,,,,,ESB_2006
Stratiomys_laticeps_CB0319_Stratiomyidae,,Stratiomyidae,,,Stratiomys,laticeps,CB0319
Odontomyia_occidentalis_Stratiomyidae,,Stratiomyidae,,,Odontomyia,occidentalis,
Euparyphus_pardalinus_Stratiomyidae,,Stratiomyidae,,,Euparyphus,pardalinus,
Euparyphus_sp_CB0429_Stratiomyidae,,Stratiomyidae,,,Euparyphus,,CB0429
Myxosargus_knowltoni_Stratiomyidae,,Stratiomyidae,,,Myxosargus,knowltoni,
Raphiocera_ornata_CB0406_Stratiomyidae,,Stratiomyidae,,,Raphiocera,ornata,CB0406
Histiodroma_sp_CB0301_Stratiomyidae,,Stratiomyidae,,,Histiodroma,,CB0301
Lasiopa_balius_Stratiomyidae,,Stratiomyidae,,,Lasiopa,balius,
Alopecuroceras_coloratum_Stratiomyidae,,Stratiomyidae,,,Alopecuroceras,coloratum,
Stratiomys_longicorni_Stratiomyidae,,Stratiomyidae,,,Stratiomys,longicorni,
Stratiomys_ruficornis_Stratiomyidae,,Stratiomyidae,,,Stratiomys,ruficornis,
Stratiomys_potamida_Stratiomyidae,,Stratiomyidae,,,Stratiomys,potamida,
Odontomyia_flavissima_Stratiomyidae,,Stratiomyidae,,,Odontomyia,flavissima,
Oplodontha_viridula_Stratiomyidae,,Stratiomyidae,,,Oplodontha,viridula,
Prosopochrysa_vitripennis_Stratiomyidae,,Stratiomyidae,,,Prosopochrysa,vitripennis,
Oxycera_marginata_Stratiomyidae,,Stratiomyidae,,,Oxycera,marginata,
Oxycera_pardalina_Stratiomyidae,,Stratiomyidae,,,Oxycera,pardalina,
Hermionella_seguyi_Stratiomyidae,,Stratiomyidae,,,Hermionella,seguyi,
Oxycera_trilineata_Stratiomyidae,,Stratiomyidae,,,Oxycera,trilineata,
Nemotelus_cingulatus_Stratiomyidae,,Stratiomyidae,,,Nemotelus,cingulatus,
Antissa_sp_SLW_2002_Stratiomyidae,,Stratiomyidae,,,Antissa,,SLW_2002
Exodontha_dubia_Stratiomyidae,,Stratiomyidae,,,Exodontha,dubia,
Beris_morrisii_Stratiomyidae,,Stratiomyidae,,,Beris,morrisii,
Actina_chalybea_Stratiomyidae,,Stratiomyidae,,,Actina,chalybea,
Chorisops_tunisiae_Stratiomyidae,,Stratiomyidae,,,Chorisops,tunisiae,
Oplachantha_sp_CB0225_Stratiomyidae,,Stratiomyidae,,,Oplachantha,,CB0225
Heteracanthia_sp_Stratiomyidae,,Stratiomyidae,,,Heteracanthia,,
Actina_viridis_Stratiomyidae,,Stratiomyidae,,,Actina,viridis,
Neoberis_brasiliana_Stratiomyidae,,Stratiomyidae,,,Neoberis,brasiliana,
Beridops_sp_CB0437_Stratiomyidae,,Stratiomyidae,,,Beridops,,CB0437
Lecomyia_sp_CB0413_Stratiomyidae,,Stratiomyidae,,,Lecomyia,,CB0413
Cyanauges_ruficornis_CB0407_Stratiomyidae,,Stratiomyidae,,,Cyanauges,ruficornis,CB0407
Cyanauges_maculatus_CB0433_Stratiomyidae,,Stratiomyidae,,,Cyanauges,maculatus,CB0433
Chiromyza_sp_CB0313_Stratiomyidae,,Stratiomyidae,,,Chiromyza,,CB0313
Parhadrestia_atava_Stratiomyidae,,Stratiomyidae,,,Parhadrestia,atava,
Hilarimorpha_sp_Hilarimorphidae,,Hilarimorphidae,,,Hilarimorpha,,
Sylvicola_fenestralis_Anisopodoidea,Anisopodoidea,,,,,Sylvicola,fenestralis
Symmerus_annulatus_Mycetophilidae,,Mycetophilidae,,,Symmerus,annulatus,
Manota_sp_DK_Mycetophilidae,,Mycetophilidae,,,Manota,,DK
Manota_mazumbaiensis_Mycetophilidae,,Mycetophilidae,,,Manota,mazumbaiensis,
Manota_mabokeensis_Mycetophilidae,,Mycetophilidae,,,Manota,mabokeensis,
Manota_unifurcata_Mycetophilidae,,Mycetophilidae,,,Manota,unifurcata,
Bibio_longipes_Bibionidae,,Bibionidae,,,Bibio,longipes,
Manota_sp_BMW_Mycetophilidae,,Mycetophilidae,,,Manota,,BMW
Bolitophila_sp_BMW_Mycetophilidae,,Mycetophilidae,,,Bolitophila,,BMW
Lygistorrhina_sanctaecatherina_Lygistorrhinidaee,,Lygistorrhinidaee,,,Lygistorrhina,sanctaecatherina,
Arachnocampa_flava_Keroplatidae,,Keroplatidae,,,Arachnocampa,flava,
Diadocidia_ferruginosa_Diadocidiidae,,Diadocidiidae,,,Diadocidia,ferruginosa,
Bolitophila_sp_ER_009_Mycetophilidae,,Mycetophilidae,,,Bolitophila,,ER_009
Heterotropus_sp_Bombyliidae,,Bombyliidae,,,Heterotropus,,
Cyrtosiini_gen_sp_Bombyliidae,,Bombyliidae,,,,,
Mythicomyia_sp_Bombyliidae,,Bombyliidae,,,Mythicomyia,,
Glabellula_sp_Bombyliidae,,Bombyliidae,,,Glabellula,,
Mnemomyia_sp_Bombyliidae,,Bombyliidae,,,Mnemomyia,,
Pantarbes_sp_Bombyliidae,,Bombyliidae,,,Pantarbes,,
Eusurbus_sp_Bombyliidae,,Bombyliidae,,,Eusurbus,,
Marmasoma_sumptuosum_Bombyliidae,,Bombyliidae,,,Marmasoma,sumptuosum,
Toxophora_compta_Bombyliidae,,Bombyliidae,,,Toxophora,compta,
Toxophora_sp_Bombyliidae,,Bombyliidae,,,Toxophora,,
Geron_sp_Bombyliidae,,Bombyliidae,,,Geron,,
Zaclava_sp_Bombyliidae,,Bombyliidae,,,Zaclava,,
Systropus_sp_Bombyliidae,,Bombyliidae,,,Systropus,,
Systropus_flavoornatus_Bombyliidae,,Bombyliidae,,,Systropus,flavoornatus,
Dolichomyia_sp_Bombyliidae,,Bombyliidae,,,Dolichomyia,,
Corsomyza_sp_Bombyliidae,,Bombyliidae,,,Corsomyza,,
Apolysis_sp_Bombyliidae_1,,Bombyliidae,,,Apolysis,,
Tomomyza_sp_Bombyliidae,,Bombyliidae,,,Tomomyza,,
Paracosmus_sp_Bombyliidae,,Bombyliidae,,,Paracosmus,,
Lyophlaeba_sp_Bombyliidae,,Bombyliidae,,,Lyophlaeba,,
Aleucosia_sp_Bombyliidae,,Bombyliidae,,,Aleucosia,,
Comptosia_quadripennis_Bombyliidae,,Bombyliidae,,,Comptosia,quadripennis,
Comptosia_moretoni_Bombyliidae,,Bombyliidae,,,Comptosia,moretoni,
Lordotus_sp_Bombyliidae,,Bombyliidae,,,Lordotus,,
Geminaria_sp_1_Bombyliidae,,Bombyliidae,,,Geminaria,,
Geminaria_sp_2_Bombyliidae,,Bombyliidae,,,Geminaria,,
Amphicosmus_sp_Bombyliidae,,Bombyliidae,,,Amphicosmus,,
Conophorus_sp_Bombyliidae,,Bombyliidae,,,Conophorus,,
sparnopolius_sp_Bombyliidae,,Bombyliidae,,,sparnopolius,,
Villa_sp_3_Bombyliidae,,Bombyliidae,,,Villa,,
Anastoechus_sp_Bombyliidae,,Bombyliidae,,,Anastoechus,,
Heterostylum_sp_Bombyliidae,,Bombyliidae,,,Heterostylum,,
Meomyia_sp_Bombyliidae,,Bombyliidae,,,Meomyia,,
Bombylius_major_Bombyliidae,,Bombyliidae,,,Bombylius,major,
Neosardus_sp_Bombyliidae,,Bombyliidae,,,Neosardus,,
Neosardus_principus_Bombyliidae,,Bombyliidae,,,Neosardus,principus,
Pteraulax_sp_Bombyliidae,,Bombyliidae,,,Pteraulax,,
Aphoebantus_sp_2_Bombyliidae,,Bombyliidae,,,Aphoebantus,,
Aphoebantus_sp_1_Bombyliidae,,Bombyliidae,,,Aphoebantus,,
Epacmus_sp_Bombyliidae,,Bombyliidae,,,Epacmus,,
Hemipenthes_jaennickeana_Bombyliidae,,Bombyliidae,,,Hemipenthes,jaennickeana,
Comptosia_sp_LRC2002_Bombyliidae,,Bombyliidae,,,Comptosia,,LRC2002
Brachyanax_ater_Bombyliidae,,Bombyliidae,,,Brachyanax,ater,
Anthrax_proconcisus_Bombyliidae,,Bombyliidae,,,Anthrax,proconcisus,
Ligyra_satyrus_Bombyliidae,,Bombyliidae,,,Ligyra,satyrus,
Pseudopenthes_sp_Bombyliidae,,Bombyliidae,,,Pseudopenthes,,
Exoprosopa_sp_Bombyliidae,,Bombyliidae,,,Exoprosopa,,
Lepidanthrax_sp_Bombyliidae,,Bombyliidae,,,Lepidanthrax,,
Villa_sp_2_Bombyliidae,,Bombyliidae,,,Villa,2,
Villa_sp_1_Bombyliidae,,Bombyliidae,,,Villa,1,
Rynchanthrax_sp_Bombyliidae,,Bombyliidae,,,Rynchanthrax,,
Hyperalonia_sp_Bombyliidae,,Bombyliidae,,,Hyperalonia,,
Anthrax_sp_Bombyliidae,,Bombyliidae,,,Anthrax,,
Xenox_tigrinus_Bombyliidae,,Bombyliidae,,,Xenox,tigrinus,
Epacomoides_sp_Bombyliidae,,Bombyliidae,,,Epacomoides,,
Antonia_sp_Bombyliidae,,Bombyliidae,,,Antonia,,
Thevenetimyia_sp_Bombyliidae,,Bombyliidae,,,Thevenetimyia,,
Usia_sp_Bombyliidae,,Bombyliidae,,,Usia,,
Apolysis_sp_Bombyliidae,,Bombyliidae,,,Apolysis,,
Apolysis_sp_Bombyliidae_2,,Bombyliidae,,,Apolysis,,2
Sericosoma_sp_Bombyliidae,,Bombyliidae,,,Sericosoma,,
Lordotus_sp_Bombyliidae_MEI_90_26,,Bombyliidae,,,Lordotus,,MEI_90_26
Lepidophora_sp_Bombyliidae,,Bombyliidae,,,Lepidophora,,
Desmatomyia_sp_Bombyliidae,,Bombyliidae,,,Desmatomyia,,
Evocoa_chilensis_Evocoidae,,Evocoidae,,,Evocoa,chilensis,
Clesthentia_aberrans_Apsilocephalidae,,Apsilocephalidae,,,Clesthentia,aberrans,
Apsilocephala_sp_Apsilocephalidae,,Apsilocephalidae,,,Apsilocephala,,
Microgephyra_sp_nov_Therevidae,,Therevidae,,,Microgephyra,,nov
Microgephyra_brincki_Therevidae,,Therevidae,,,Microgephyra,brincki,
Microgephyra_madagascariensis_Therevidae,,Therevidae,,,Microgephyra,madagascariensis,
Hemigephyra_braunsi_Therevidae,,Therevidae,,,Hemigephyra,braunsi,
Ceratosathe_tridactyla_Therevidae,,Therevidae,,,Ceratosathe,tridactyla,
Xestomyza_lugubris_Therevidae,,Therevidae,,,Xestomyza,lugubris,
Hemigephyra_atra_Therevidae,,Therevidae,,,Hemigephyra,atra,
Henicomyia_hubbardi_Therevidae,,Therevidae,,,Henicomyia,hubbardi,
Henicomyia_sp_1_Therevidae,,Therevidae,,,Henicomyia,,1
Henicomyia_sp_2_Therevidae,,Therevidae,,,Henicomyia,,2
Nanexila_argentiquadris_Therevidae,,Therevidae,,,Nanexila,argentiquadris,
Johnmannia_tasmanica_Therevidae,,Therevidae,,,Johnmannia,tasmanica,
Eupsilocephala_albodorsalis_Therevidae,,Therevidae,,,Eupsilocephala,albodorsalis,
Actenomeros_paradoxa_Therevidae,,Therevidae,,,Actenomeros,paradoxa,
Taenogerella_schlingeri_Therevidae,,Therevidae,,,Taenogerella,schlingeri,
Therevidae_gen_sp_4_Therevidae,,Therevidae,,,,,4
Actenomeros_act_Therevidae,,Therevidae,,,Actenomeros,act,
